"Date","Price","Open","High","Low","Vol.","Change %"
"07/03/2025","3,037.97","3,016.10","3,104.06","2,984.69","","0.55%"
"06/03/2025","3,021.47","3,034.96","3,057.44","3,007.50","","-1.67%"
"05/03/2025","3,072.82","3,043.84","3,081.20","3,023.02","","1.02%"
"04/03/2025","3,041.88","3,053.55","3,082.70","3,018.48","","-1.09%"
"03/03/2025","3,075.29","3,125.75","3,131.07","3,055.78","","-1.35%"
"28/02/2025","3,117.24","3,078.82","3,138.17","3,067.12","","1.23%"
"27/02/2025","3,079.37","3,128.67","3,131.20","3,077.89","","-1.22%"
"26/02/2025","3,117.42","3,119.76","3,136.07","3,107.19","","0.03%"
"25/02/2025","3,116.41","3,126.58","3,129.08","3,097.25","","-0.33%"
"24/02/2025","3,126.68","3,142.78","3,145.28","3,122.01","","-0.25%"
"21/02/2025","3,134.48","3,154.64","3,155.67","3,132.01","","-0.62%"
"20/02/2025","3,154.14","3,153.99","3,154.14","3,152.98","","0.02%"
"19/02/2025","3,153.55","3,152.87","3,153.61","3,152.83","","0.02%"
"18/02/2025","3,152.78","3,151.77","3,152.78","3,151.19","","0.11%"
"14/02/2025","3,149.35","3,148.41","3,149.64","3,148.17","","0.07%"
"13/02/2025","3,147.23","3,141.23","3,147.39","3,139.08","","0.27%"
"12/02/2025","3,138.85","3,128.75","3,139.95","3,128.25","","-0.03%"
"11/02/2025","3,139.67","3,135.33","3,140.12","3,134.94","","0.07%"
"10/02/2025","3,137.63","3,134.16","3,138.44","3,132.29","","0.38%"
"07/02/2025","3,125.76","3,136.83","3,138.80","3,123.16","","-0.26%"
"06/02/2025","3,133.79","3,131.63","3,134.55","3,127.51","","0.17%"
"05/02/2025","3,128.48","3,119.86","3,128.48","3,114.79","","0.25%"
"04/02/2025","3,120.82","3,108.72","3,121.68","3,108.72","","0.45%"
"03/02/2025","3,106.91","3,095.01","3,113.28","3,084.96","","-0.31%"
"31/01/2025","3,116.43","3,127.86","3,131.25","3,114.19","","-0.20%"
"30/01/2025","3,122.80","3,121.22","3,125.92","3,115.04","","0.28%"
"29/01/2025","3,114.07","3,117.07","3,118.28","3,107.74","","-0.14%"
"28/01/2025","3,118.42","3,108.67","3,119.76","3,100.57","","0.41%"
"27/01/2025","3,105.54","3,096.42","3,107.23","3,096.42","","-0.57%"
"24/01/2025","3,123.26","3,125.21","3,126.07","3,121.39","","-0.04%"
"23/01/2025","3,124.40","3,119.27","3,124.40","3,119.06","","0.16%"
"22/01/2025","3,119.38","3,117.15","3,121.25","3,117.15","","0.21%"
"21/01/2025","3,112.98","3,106.12","3,113.08","3,102.38","","0.52%"
"17/01/2025","3,096.94","3,098.78","3,100.78","3,096.52","","-0.02%"
"16/01/2025","3,097.58","3,096.38","3,098.13","3,094.36","","0.10%"
"15/01/2025","3,094.40","3,086.45","3,095.53","3,084.80","","1.16%"
"14/01/2025","3,059.01","3,062.95","3,067.07","3,042.32","","0.15%"
"13/01/2025","3,054.48","3,030.02","3,055.01","3,028.00","","0.21%"
"10/01/2025","3,047.98","3,061.66","3,063.70","3,039.35","","-0.80%"
"08/01/2025","3,072.49","3,065.64","3,074.49","3,058.85","","0.12%"
"07/01/2025","3,068.88","3,085.21","3,085.26","3,062.48","","-0.42%"
"06/01/2025","3,081.70","3,081.78","3,086.53","3,078.69","","0.28%"
"03/01/2025","3,073.21","3,060.77","3,073.82","3,057.81","","0.71%"
"02/01/2025","3,051.55","3,064.72","3,067.82","3,037.61","","-0.13%"
"31/12/2024","3,055.40","3,063.65","3,064.64","3,050.26","","-0.10%"
"30/12/2024","3,058.57","3,054.42","3,065.71","3,046.36","","-0.36%"
"27/12/2024","3,069.50","3,072.54","3,072.65","3,058.47","","-0.27%"
"26/12/2024","3,077.86","3,075.68","3,078.93","3,072.45","","0.05%"
"24/12/2024","3,076.44","3,065.57","3,076.49","3,065.34","","0.43%"
"23/12/2024","3,063.15","3,054.59","3,064.14","3,043.67","","0.36%"
"20/12/2024","3,052.08","3,057.49","3,059.88","3,047.60","","-0.34%"
"19/12/2024","3,062.47","3,069.44","3,071.37","3,062.08","","0.44%"
"18/12/2024","3,049.03","3,074.06","3,074.40","3,049.03","","-0.80%"
"17/12/2024","3,073.59","3,073.21","3,073.68","3,073.16","","0.01%"
"16/12/2024","3,073.34","3,073.47","3,073.69","3,073.18","","0.04%"
"13/12/2024","3,072.03","3,072.05","3,072.23","3,071.27","","0.03%"
"12/12/2024","3,071.05","3,071.16","3,071.47","3,070.90","","0.01%"
"11/12/2024","3,070.78","3,069.89","3,070.81","3,069.89","","0.08%"
"10/12/2024","3,068.31","3,068.73","3,069.30","3,067.86","","0.00%"
"09/12/2024","3,068.22","3,068.95","3,069.08","3,067.80","","0.02%"
"06/12/2024","3,067.74","3,067.08","3,067.81","3,067.08","","0.06%"
"05/12/2024","3,065.84","3,065.76","3,066.34","3,065.58","","0.02%"
"04/12/2024","3,065.09","3,064.34","3,065.09","3,064.13","","0.07%"
"03/12/2024","3,062.86","3,061.86","3,063.15","3,061.23","","0.05%"
"02/12/2024","3,061.46","3,060.44","3,061.93","3,060.02","","0.10%"
"29/11/2024","3,058.39","3,055.14","3,058.81","3,055.14","","0.15%"
"27/11/2024","3,053.76","3,054.20","3,055.07","3,050.75","","-0.02%"
"26/11/2024","3,054.30","3,051.65","3,054.79","3,050.89","","0.16%"
"25/11/2024","3,049.47","3,049.28","3,051.54","3,044.68","","0.22%"
"22/11/2024","3,042.73","3,037.63","3,043.94","3,036.74","","0.22%"
"21/11/2024","3,035.99","3,036.18","3,038.22","3,022.49","","0.23%"
"20/11/2024","3,028.97","3,030.48","3,030.88","3,014.83","","-0.03%"
"19/11/2024","3,030.03","3,017.54","3,032.38","3,016.05","","0.09%"
"18/11/2024","3,027.27","3,020.07","3,029.36","3,019.34","","0.28%"
"15/11/2024","3,018.75","3,018.26","3,020.22","3,011.97","","0.03%"
"14/11/2024","3,017.77","3,017.83","3,017.87","3,017.61","","0.02%"
"13/11/2024","3,017.27","3,017.00","3,017.40","3,016.93","","0.03%"
"12/11/2024","3,016.38","3,016.16","3,016.42","3,015.50","","0.03%"
"11/11/2024","3,015.60","3,015.08","3,015.64","3,014.89","","0.08%"
"08/11/2024","3,013.33","3,012.40","3,013.64","3,012.35","","0.08%"
"07/11/2024","3,010.91","3,007.56","3,011.14","3,007.56","","0.24%"
"06/11/2024","3,003.83","2,997.89","3,004.83","2,991.83","","1.49%"
"05/11/2024","2,959.72","2,938.77","2,959.72","2,938.77","","0.88%"
"04/11/2024","2,933.80","2,937.39","2,942.24","2,925.70","","-0.06%"
"01/11/2024","2,935.67","2,936.03","2,950.55","2,934.09","","0.35%"
"31/10/2024","2,925.44","2,947.08","2,949.04","2,925.44","","-1.25%"
"30/10/2024","2,962.34","2,964.64","2,970.36","2,959.97","","-0.13%"
"29/10/2024","2,966.30","2,959.69","2,969.21","2,956.37","","0.11%"
"28/10/2024","2,963.01","2,966.13","2,968.14","2,962.59","","0.24%"
"25/10/2024","2,955.84","2,965.57","2,970.42","2,952.33","","-0.04%"
"24/10/2024","2,957.09","2,957.53","2,958.77","2,948.04","","0.16%"
"23/10/2024","2,952.23","2,962.49","2,962.83","2,940.54","","-0.48%"
"22/10/2024","2,966.43","2,959.23","2,968.47","2,958.22","","0.00%"
"21/10/2024","2,966.36","2,966.36","2,968.09","2,958.03","","0.00%"
"18/10/2024","2,966.27","2,964.90","2,967.81","2,964.46","","0.06%"
"17/10/2024","2,964.42","2,964.35","2,964.44","2,964.27","","0.02%"
"16/10/2024","2,963.83","2,963.23","2,963.85","2,963.13","","0.04%"
"15/10/2024","2,962.77","2,962.81","2,963.01","2,962.15","","0.02%"
"14/10/2024","2,962.20","2,961.15","2,962.29","2,961.15","","0.13%"
"11/10/2024","2,958.45","2,955.33","2,959.18","2,955.33","","0.14%"
"10/10/2024","2,954.20","2,952.11","2,954.67","2,951.36","","0.07%"
"09/10/2024","2,952.19","2,946.11","2,952.84","2,946.11","","0.24%"
"08/10/2024","2,945.14","2,939.28","2,946.19","2,938.02","","0.44%"
"07/10/2024","2,932.36","2,940.18","2,941.85","2,928.82","","-0.32%"
"04/10/2024","2,941.77","2,937.91","2,942.39","2,930.63","","0.49%"
"03/10/2024","2,927.47","2,927.24","2,932.71","2,921.73","","-0.08%"
"02/10/2024","2,929.74","2,924.21","2,931.30","2,919.31","","0.08%"
"01/10/2024","2,927.44","2,937.19","2,937.19","2,919.85","","-0.41%"
"30/09/2024","2,939.43","2,932.36","2,939.51","2,927.77","","0.25%"
"27/09/2024","2,932.20","2,936.97","2,938.51","2,931.31","","-0.10%"
"26/09/2024","2,935.06","2,936.81","2,937.33","2,930.66","","0.15%"
"25/09/2024","2,930.71","2,933.00","2,933.18","2,928.23","","-0.05%"
"24/09/2024","2,932.03","2,928.56","2,932.03","2,922.85","","0.16%"
"23/09/2024","2,927.36","2,924.44","2,927.96","2,923.61","","0.24%"
"20/09/2024","2,920.34","2,918.38","2,923.57","2,916.53","","0.08%"
"19/09/2024","2,918.14","2,917.79","2,918.14","2,917.68","","0.10%"
"18/09/2024","2,915.19","2,912.58","2,916.41","2,911.08","","0.09%"
"17/09/2024","2,912.69","2,913.62","2,914.41","2,910.06","","0.03%"
"16/09/2024","2,911.94","2,910.04","2,912.09","2,907.98","","0.10%"
"13/09/2024","2,909.03","2,903.88","2,909.40","2,903.88","","0.18%"
"12/09/2024","2,903.84","2,893.18","2,903.84","2,888.66","","0.41%"
"11/09/2024","2,891.89","2,873.81","2,894.05","2,843.44","","0.54%"
"10/09/2024","2,876.27","2,873.98","2,876.27","2,856.06","","0.32%"
"09/09/2024","2,867.20","2,859.08","2,871.74","2,853.35","","0.93%"
"06/09/2024","2,840.81","2,877.15","2,878.92","2,837.19","","-1.06%"
"05/09/2024","2,871.11","2,873.83","2,881.30","2,862.83","","-0.04%"
"04/09/2024","2,872.12","2,869.72","2,882.18","2,867.77","","-0.10%"
"03/09/2024","2,875.01","2,893.43","2,893.61","2,866.96","","-0.72%"
"30/08/2024","2,895.99","2,891.80","2,896.55","2,886.41","","0.31%"
"29/08/2024","2,887.14","2,888.82","2,894.39","2,885.05","","0.12%"
"28/08/2024","2,883.58","2,889.81","2,889.81","2,875.95","","-0.21%"
"27/08/2024","2,889.74","2,884.38","2,890.21","2,882.82","","0.09%"
"26/08/2024","2,887.11","2,889.32","2,889.96","2,883.36","","0.05%"
"23/08/2024","2,885.79","2,879.59","2,886.66","2,877.05","","0.42%"
"22/08/2024","2,873.76","2,885.35","2,885.48","2,870.59","","-0.27%"
"21/08/2024","2,881.56","2,880.21","2,883.22","2,875.83","","0.11%"
"20/08/2024","2,878.53","2,880.90","2,883.17","2,876.29","","-0.11%"
"19/08/2024","2,881.63","2,871.62","2,881.63","2,871.17","","0.42%"
"16/08/2024","2,869.59","2,868.09","2,871.07","2,867.64","","0.14%"
"15/08/2024","2,865.59","2,855.24","2,865.59","2,852.30","","1.29%"
"14/08/2024","2,828.96","2,824.19","2,833.84","2,810.48","","0.38%"
"13/08/2024","2,818.39","2,793.06","2,819.25","2,790.72","","1.57%"
"12/08/2024","2,774.86","2,780.46","2,786.95","2,763.12","","0.11%"
"09/08/2024","2,771.75","2,754.80","2,779.25","2,748.86","","0.47%"
"08/08/2024","2,758.90","2,727.02","2,762.22","2,715.42","","2.24%"
"07/08/2024","2,698.54","2,749.23","2,763.51","2,695.71","","-0.67%"
"06/08/2024","2,716.73","2,701.62","2,754.42","2,694.75","","0.94%"
"05/08/2024","2,691.47","2,657.52","2,720.62","2,657.49","","-2.65%"
"02/08/2024","2,764.86","2,775.79","2,781.21","2,742.77","","-1.47%"
"01/08/2024","2,805.97","2,834.47","2,838.78","2,791.70","","-0.80%"
"31/07/2024","2,828.47","2,822.94","2,835.87","2,820.40","","0.96%"
"30/07/2024","2,801.60","2,815.23","2,819.10","2,787.43","","-0.34%"
"29/07/2024","2,811.25","2,812.06","2,818.03","2,803.80","","0.13%"
"26/07/2024","2,807.61","2,797.46","2,815.19","2,797.04","","0.82%"
"25/07/2024","2,784.68","2,795.01","2,815.70","2,780.50","","-0.36%"
"24/07/2024","2,794.62","2,820.94","2,821.28","2,791.95","","-1.30%"
"23/07/2024","2,831.42","2,832.17","2,836.51","2,830.51","","-0.02%"
"22/07/2024","2,831.91","2,825.47","2,832.92","2,823.16","","0.58%"
"19/07/2024","2,815.47","2,820.01","2,821.07","2,811.55","","-0.03%"
"18/07/2024","2,816.42","2,816.66","2,816.75","2,815.94","","0.01%"
"17/07/2024","2,816.17","2,816.01","2,816.18","2,815.77","","0.01%"
"16/07/2024","2,815.84","2,815.69","2,815.84","2,815.67","","0.02%"
"15/07/2024","2,815.22","2,815.03","2,815.26","2,815.00","","0.05%"
"12/07/2024","2,813.75","2,813.06","2,814.00","2,813.02","","0.06%"
"11/07/2024","2,811.97","2,812.63","2,812.82","2,810.97","","0.01%"
"10/07/2024","2,811.74","2,811.05","2,811.92","2,810.87","","0.06%"
"09/07/2024","2,810.12","2,809.78","2,810.58","2,809.60","","0.05%"
"08/07/2024","2,808.83","2,808.26","2,809.01","2,807.88","","0.09%"
"05/07/2024","2,806.28","2,803.21","2,806.53","2,802.70","","0.16%"
"03/07/2024","2,801.79","2,798.73","2,802.18","2,798.60","","0.13%"
"02/07/2024","2,798.03","2,787.45","2,798.03","2,787.37","","0.26%"
"01/07/2024","2,790.77","2,788.71","2,791.52","2,781.58","","0.24%"
"28/06/2024","2,784.20","2,788.30","2,794.22","2,781.11","","-0.14%"
"27/06/2024","2,788.09","2,785.49","2,788.27","2,783.69","","0.11%"
"26/06/2024","2,784.95","2,778.56","2,786.39","2,778.00","","0.12%"
"25/06/2024","2,781.63","2,778.38","2,782.45","2,775.86","","0.21%"
"24/06/2024","2,775.73","2,777.38","2,783.33","2,775.27","","-0.04%"
"21/06/2024","2,776.76","2,778.90","2,779.21","2,774.55","","-0.06%"
"20/06/2024","2,778.49","2,778.49","2,778.54","2,778.42","","0.03%"
"18/06/2024","2,777.62","2,777.45","2,777.62","2,777.38","","0.02%"
"17/06/2024","2,776.95","2,776.15","2,776.95","2,776.10","","0.06%"
"14/06/2024","2,775.15","2,774.28","2,775.15","2,773.89","","0.02%"
"13/06/2024","2,774.70","2,774.31","2,774.85","2,773.06","","0.04%"
"12/06/2024","2,773.47","2,772.29","2,773.95","2,772.24","","0.21%"
"11/06/2024","2,767.79","2,762.76","2,767.79","2,759.51","","0.08%"
"10/06/2024","2,765.44","2,760.65","2,765.73","2,759.94","","0.15%"
"07/06/2024","2,761.26","2,757.43","2,764.43","2,756.88","","0.03%"
"06/06/2024","2,760.33","2,759.46","2,760.33","2,756.24","","0.07%"
"05/06/2024","2,758.51","2,750.17","2,758.51","2,746.66","","0.49%"
"04/06/2024","2,745.10","2,739.67","2,746.56","2,734.58","","0.06%"
"03/06/2024","2,743.40","2,745.95","2,747.15","2,726.89","","0.08%"
"31/05/2024","2,741.13","2,729.63","2,741.29","2,710.15","","0.55%"
"30/05/2024","2,726.26","2,731.45","2,734.49","2,721.25","","-0.35%"
"29/05/2024","2,735.81","2,735.08","2,739.04","2,733.35","","-0.36%"
"28/05/2024","2,745.76","2,746.39","2,746.97","2,738.45","","0.10%"
"24/05/2024","2,743.11","2,737.76","2,744.19","2,735.72","","0.41%"
"23/05/2024","2,732.01","2,747.56","2,747.56","2,728.18","","-0.33%"
"22/05/2024","2,740.99","2,743.01","2,744.21","2,735.77","","-0.11%"
"21/05/2024","2,744.12","2,738.09","2,744.28","2,737.96","","0.15%"
"20/05/2024","2,739.94","2,738.87","2,742.20","2,737.53","","0.12%"
"17/05/2024","2,736.60","2,734.74","2,736.76","2,731.62","","0.12%"
"16/05/2024","2,733.39","2,733.37","2,733.41","2,733.36","","0.02%"
"15/05/2024","2,732.96","2,732.91","2,732.97","2,732.91","","0.02%"
"14/05/2024","2,732.42","2,732.42","2,732.48","2,732.40","","0.01%"
"13/05/2024","2,732.05","2,731.89","2,732.05","2,731.83","","0.05%"
"10/05/2024","2,730.69","2,730.51","2,730.69","2,730.42","","0.02%"
"09/05/2024","2,730.03","2,729.50","2,730.03","2,729.29","","0.04%"
"08/05/2024","2,729.00","2,727.81","2,729.07","2,727.76","","0.04%"
"07/05/2024","2,727.99","2,727.66","2,728.15","2,727.41","","0.04%"
"06/05/2024","2,726.96","2,725.29","2,726.96","2,725.21","","0.17%"
"03/05/2024","2,722.34","2,721.03","2,722.59","2,718.49","","0.40%"
"02/05/2024","2,711.53","2,709.04","2,712.46","2,698.05","","0.40%"
"01/05/2024","2,700.77","2,702.11","2,715.01","2,698.06","","-0.04%"
"30/04/2024","2,701.79","2,713.33","2,715.00","2,701.79","","-0.49%"
"29/04/2024","2,715.14","2,714.13","2,715.36","2,711.15","","0.18%"
"26/04/2024","2,710.18","2,705.94","2,711.93","2,705.06","","0.38%"
"25/04/2024","2,699.80","2,689.55","2,701.30","2,684.02","","-0.14%"
"24/04/2024","2,703.47","2,704.27","2,705.99","2,698.31","","0.04%"
"23/04/2024","2,702.28","2,693.48","2,703.07","2,693.07","","0.51%"
"22/04/2024","2,688.60","2,681.08","2,693.96","2,675.45","","0.69%"
"19/04/2024","2,670.21","2,675.54","2,679.26","2,666.46","","-0.21%"
"18/04/2024","2,675.82","2,689.41","2,700.01","2,670.98","","-0.23%"
"17/04/2024","2,681.90","2,705.59","2,708.26","2,674.75","","-0.49%"
"16/04/2024","2,695.10","2,699.00","2,707.03","2,689.14","","-0.05%"
"15/04/2024","2,696.54","2,727.62","2,728.77","2,692.85","","-0.66%"
"12/04/2024","2,714.59","2,721.03","2,723.64","2,706.39","","-0.52%"
"11/04/2024","2,728.69","2,722.60","2,729.81","2,714.91","","0.32%"
"10/04/2024","2,719.99","2,717.64","2,723.73","2,714.57","","-0.27%"
"09/04/2024","2,727.41","2,727.65","2,728.11","2,716.57","","0.08%"
"08/04/2024","2,725.30","2,723.67","2,726.50","2,722.04","","0.19%"
"05/04/2024","2,720.20","2,713.02","2,723.06","2,712.73","","0.41%"
"04/04/2024","2,709.09","2,727.01","2,727.81","2,707.41","","-0.49%"
"03/04/2024","2,722.47","2,718.92","2,724.00","2,718.92","","0.06%"
"02/04/2024","2,720.74","2,719.46","2,720.74","2,715.48","","-0.13%"
"01/04/2024","2,724.26","2,724.96","2,725.81","2,722.61","","0.06%"
"28/03/2024","2,722.64","2,722.75","2,723.81","2,722.53","","0.00%"
"27/03/2024","2,722.61","2,720.50","2,722.61","2,718.13","","0.23%"
"26/03/2024","2,716.47","2,718.82","2,719.95","2,716.34","","-0.02%"
"25/03/2024","2,716.98","2,716.34","2,718.18","2,716.07","","0.04%"
"22/03/2024","2,716.00","2,716.45","2,717.92","2,715.60","","0.00%"
"21/03/2024","2,716.05","2,716.99","2,717.71","2,715.79","","0.11%"
"20/03/2024","2,713.17","2,704.46","2,713.41","2,703.72","","0.32%"
"19/03/2024","2,704.47","2,695.33","2,704.68","2,693.95","","0.26%"
"18/03/2024","2,697.34","2,699.18","2,701.64","2,696.43","","0.34%"
"15/03/2024","2,688.13","2,687.30","2,689.84","2,682.90","","0.01%"
"14/03/2024","2,687.84","2,687.97","2,687.99","2,687.39","","0.01%"
"13/03/2024","2,687.55","2,687.44","2,687.55","2,687.26","","0.02%"
"12/03/2024","2,686.94","2,686.27","2,686.94","2,685.12","","0.12%"
"11/03/2024","2,683.84","2,683.19","2,684.16","2,680.94","","0.06%"
"08/03/2024","2,682.15","2,683.62","2,684.23","2,680.65","","-0.02%"
"07/03/2024","2,682.56","2,681.09","2,682.80","2,680.66","","0.16%"
"06/03/2024","2,678.39","2,679.17","2,680.18","2,676.19","","0.14%"
"05/03/2024","2,674.73","2,678.48","2,678.96","2,670.79","","-0.19%"
"04/03/2024","2,679.72","2,679.45","2,680.82","2,679.40","","0.05%"
"01/03/2024","2,678.36","2,675.41","2,678.49","2,674.60","","0.19%"
"29/02/2024","2,673.17","2,673.22","2,675.12","2,669.09","","0.11%"
"28/02/2024","2,670.25","2,668.73","2,671.14","2,668.00","","-0.02%"
"27/02/2024","2,670.67","2,669.24","2,670.88","2,666.94","","0.10%"
"26/02/2024","2,667.89","2,669.95","2,670.41","2,667.22","","0.00%"
"23/02/2024","2,667.92","2,668.67","2,669.23","2,665.64","","0.11%"
"22/02/2024","2,664.93","2,658.25","2,666.10","2,657.85","","0.84%"
"21/02/2024","2,642.74","2,636.15","2,643.01","2,630.68","","0.09%"
"20/02/2024","2,640.26","2,642.99","2,644.23","2,632.24","","-0.19%"
"16/02/2024","2,645.31","2,651.88","2,652.79","2,643.78","","-0.22%"
"15/02/2024","2,651.22","2,651.23","2,651.26","2,651.21","","0.02%"
"14/02/2024","2,650.73","2,650.50","2,650.73","2,650.36","","0.04%"
"13/02/2024","2,649.70","2,649.72","2,649.96","2,648.38","","0.00%"
"12/02/2024","2,649.73","2,649.68","2,649.76","2,649.62","","0.05%"
"09/02/2024","2,648.43","2,648.43","2,648.57","2,648.35","","0.02%"
"08/02/2024","2,648.01","2,647.78","2,648.03","2,647.76","","0.02%"
"07/02/2024","2,647.38","2,646.95","2,647.38","2,646.78","","0.05%"
"06/02/2024","2,646.16","2,645.49","2,646.16","2,644.80","","0.07%"
"05/02/2024","2,644.41","2,643.97","2,644.99","2,642.51","","0.06%"
"02/02/2024","2,642.72","2,640.04","2,643.28","2,639.51","","0.15%"
"01/02/2024","2,638.88","2,634.54","2,638.93","2,631.91","","0.35%"
"31/01/2024","2,629.72","2,638.49","2,638.74","2,629.72","","-0.36%"
"30/01/2024","2,639.15","2,638.54","2,639.37","2,638.27","","0.03%"
"29/01/2024","2,638.29","2,634.64","2,638.29","2,634.34","","0.18%"
"26/01/2024","2,633.53","2,632.82","2,634.50","2,632.32","","0.03%"
"25/01/2024","2,632.76","2,631.93","2,632.98","2,629.80","","0.12%"
"24/01/2024","2,629.66","2,632.73","2,633.64","2,629.52","","0.01%"
"23/01/2024","2,629.30","2,626.76","2,629.49","2,625.43","","0.15%"
"22/01/2024","2,625.40","2,624.71","2,626.01","2,623.24","","0.17%"
"19/01/2024","2,620.86","2,613.48","2,620.86","2,612.15","","0.33%"
"18/01/2024","2,612.14","2,610.79","2,612.17","2,610.22","","0.15%"
"17/01/2024","2,608.20","2,605.13","2,608.56","2,601.95","","-0.04%"
"16/01/2024","2,609.37","2,608.40","2,609.68","2,606.19","","0.07%"
"12/01/2024","2,607.51","2,607.42","2,607.84","2,605.24","","0.06%"
"11/01/2024","2,606.02","2,606.46","2,606.68","2,598.85","","0.05%"
"10/01/2024","2,604.69","2,602.15","2,605.19","2,601.51","","0.15%"
"09/01/2024","2,600.68","2,595.89","2,601.73","2,594.59","","0.02%"
"08/01/2024","2,600.08","2,586.05","2,600.16","2,582.56","","0.67%"
"05/01/2024","2,582.66","2,580.11","2,588.91","2,577.89","","0.15%"
"04/01/2024","2,578.70","2,580.89","2,588.22","2,577.62","","-0.13%"
"03/01/2024","2,582.08","2,586.07","2,588.70","2,580.31","","-0.34%"
"02/01/2024","2,590.81","2,588.70","2,591.91","2,585.58","","-0.08%"
"29/12/2023","2,592.76","2,593.59","2,593.98","2,588.00","","-0.01%"
"28/12/2023","2,592.94","2,592.94","2,593.79","2,592.30","","0.02%"
"27/12/2023","2,592.50","2,589.26","2,592.50","2,589.07","","0.13%"
"26/12/2023","2,589.04","2,584.97","2,590.07","2,584.81","","0.27%"
"22/12/2023","2,582.09","2,581.23","2,583.31","2,577.33","","0.14%"
"21/12/2023","2,578.55","2,577.31","2,579.05","2,568.42","","0.41%"
"20/12/2023","2,567.93","2,582.32","2,585.01","2,567.63","","-0.59%"
"19/12/2023","2,583.05","2,579.67","2,583.05","2,579.59","","0.20%"
"18/12/2023","2,577.82","2,576.13","2,579.59","2,575.69","","0.26%"
"15/12/2023","2,571.14","2,573.11","2,573.85","2,568.82","","-0.05%"
"14/12/2023","2,572.48","2,572.59","2,572.59","2,571.42","","0.02%"
"13/12/2023","2,572.02","2,571.92","2,572.06","2,569.53","","0.02%"
"12/12/2023","2,571.55","2,571.11","2,571.55","2,571.01","","0.04%"
"11/12/2023","2,570.63","2,569.43","2,570.63","2,569.40","","0.10%"
"08/12/2023","2,568.19","2,566.02","2,568.44","2,565.56","","0.13%"
"07/12/2023","2,564.81","2,563.44","2,565.24","2,562.73","","0.17%"
"06/12/2023","2,560.41","2,564.32","2,564.40","2,559.75","","-0.06%"
"05/12/2023","2,561.97","2,559.54","2,562.54","2,558.69","","0.04%"
"04/12/2023","2,560.85","2,558.77","2,561.25","2,556.82","","-0.02%"
"01/12/2023","2,561.26","2,556.66","2,561.43","2,556.12","","0.16%"
"30/11/2023","2,557.14","2,554.92","2,557.54","2,551.98","","0.14%"
"29/11/2023","2,553.57","2,557.74","2,558.68","2,553.23","","-0.05%"
"28/11/2023","2,554.73","2,552.76","2,556.25","2,552.05","","0.05%"
"27/11/2023","2,553.44","2,553.30","2,554.61","2,551.79","","0.05%"
"24/11/2023","2,552.26","2,550.17","2,552.31","2,550.09","","0.11%"
"22/11/2023","2,549.53","2,549.70","2,550.76","2,547.25","","0.17%"
"21/11/2023","2,545.19","2,543.99","2,545.93","2,541.90","","-0.03%"
"20/11/2023","2,546.07","2,538.39","2,547.12","2,538.39","","0.38%"
"17/11/2023","2,536.49","2,535.49","2,538.03","2,534.94","","0.09%"
"16/11/2023","2,534.33","2,534.30","2,534.36","2,534.30","","0.02%"
"15/11/2023","2,533.83","2,533.80","2,533.83","2,533.73","","0.02%"
"14/11/2023","2,533.31","2,533.40","2,533.46","2,533.28","","0.02%"
"13/11/2023","2,532.75","2,532.51","2,532.83","2,532.45","","0.06%"
"10/11/2023","2,531.33","2,530.01","2,531.36","2,529.65","","0.12%"
"09/11/2023","2,528.32","2,529.94","2,530.03","2,528.02","","-0.04%"
"08/11/2023","2,529.32","2,528.93","2,529.44","2,527.74","","0.05%"
"07/11/2023","2,528.05","2,527.06","2,528.23","2,526.58","","0.06%"
"06/11/2023","2,526.57","2,525.97","2,526.57","2,524.71","","0.13%"
"03/11/2023","2,523.32","2,521.02","2,524.04","2,520.69","","0.23%"
"02/11/2023","2,517.47","2,509.63","2,517.59","2,509.63","","0.72%"
"01/11/2023","2,499.35","2,486.00","2,500.94","2,484.66","","0.68%"
"31/10/2023","2,482.46","2,471.08","2,483.74","2,465.64","","0.52%"
"30/10/2023","2,469.72","2,461.70","2,473.88","2,454.82","","0.97%"
"27/10/2023","2,446.01","2,460.82","2,462.77","2,438.64","","-0.27%"
"26/10/2023","2,452.73","2,466.49","2,469.51","2,447.34","","-0.71%"
"25/10/2023","2,470.34","2,483.63","2,483.63","2,467.02","","-0.68%"
"24/10/2023","2,487.35","2,485.26","2,489.90","2,478.31","","0.45%"
"23/10/2023","2,476.26","2,472.34","2,487.88","2,465.55","","0.10%"
"20/10/2023","2,473.86","2,479.51","2,483.52","2,473.68","","-0.13%"
"19/10/2023","2,477.16","2,504.36","2,514.06","2,473.25","","-0.90%"
"18/10/2023","2,499.57","2,522.92","2,527.96","2,493.20","","-1.31%"
"17/10/2023","2,532.82","2,516.25","2,543.54","2,513.41","","0.02%"
"16/10/2023","2,532.26","2,519.03","2,537.56","2,519.03","","1.04%"
"13/10/2023","2,506.21","2,529.06","2,532.04","2,496.51","","-0.47%"
"12/10/2023","2,518.05","2,533.08","2,536.41","2,504.55","","-0.53%"
"11/10/2023","2,531.46","2,529.14","2,531.77","2,514.19","","0.43%"
"10/10/2023","2,520.65","2,510.71","2,532.99","2,509.06","","0.50%"
"09/10/2023","2,508.07","2,483.54","2,510.91","2,480.09","","0.66%"
"06/10/2023","2,491.61","2,450.94","2,499.89","2,442.89","","1.11%"
