"Date","Price","Open","High","Low","Vol.","Change %"
"29/07/2026","3,499.57","3,531.09","3,542.44","3,499.57","","-1.00%"
"28/07/2026","3,535.09","3,529.48","3,540.29","3,520.58","","0.17%"
"27/07/2026","3,529.21","3,543.23","3,545.04","3,518.92","","0.10%"
"25/07/2026","3,525.53","3,523.43","3,525.53","3,525.53","","0.00%"
"24/07/2026","3,525.53","3,523.43","3,538.20","3,520.27","","0.12%"
"23/07/2026","3,521.19","3,521.77","3,531.33","3,510.56","","-0.63%"
"22/07/2026","3,543.48","3,541.02","3,547.98","3,541.02","","-0.01%"
"21/07/2026","3,543.84","3,537.26","3,544.68","3,533.45","","0.47%"
"20/07/2026","3,527.36","3,539.12","3,541.12","3,525.50","","0.06%"
"17/07/2026","3,525.12","3,534.40","3,534.81","3,522.40","","-0.92%"
"16/07/2026","3,557.71","3,557.71","3,558.76","3,553.26","","0.00%"
"15/07/2026","3,557.56","3,556.35","3,557.56","3,552.74","","0.14%"
"14/07/2026","3,552.69","3,548.13","3,553.33","3,545.47","","0.25%"
"13/07/2026","3,543.86","3,550.08","3,551.46","3,541.08","","-0.19%"
"10/07/2026","3,550.67","3,546.20","3,551.26","3,541.14","","0.19%"
"09/07/2026","3,543.99","3,531.31","3,543.99","3,529.25","","0.44%"
"08/07/2026","3,528.34","3,520.36","3,530.38","3,509.79","","-0.13%"
"07/07/2026","3,532.97","3,538.08","3,538.77","3,526.96","","-0.18%"
"06/07/2026","3,539.29","3,532.26","3,540.12","3,528.89","","0.57%"
"02/07/2026","3,519.36","3,524.77","3,531.95","3,505.16","","-0.02%"
"01/07/2026","3,520.02","3,514.39","3,527.22","3,509.10","","0.08%"
"30/06/2026","3,517.12","3,503.87","3,521.76","3,502.57","","0.43%"
"29/06/2026","3,501.95","3,487.08","3,503.61","3,473.54","","-0.02%"
"26/06/2026","3,502.73","3,456.23","3,502.73","3,449.77","","0.86%"
"25/06/2026","3,472.87","3,490.64","3,490.64","3,459.69","","0.08%"
"24/06/2026","3,470.24","3,474.09","3,490.73","3,462.26","","0.00%"
"23/06/2026","3,470.38","3,464.20","3,485.51","3,463.66","","-0.84%"
"22/06/2026","3,499.62","3,509.50","3,512.49","3,496.01","","-0.03%"
"18/06/2026","3,500.52","3,499.40","3,504.46","3,498.17","","0.39%"
"17/06/2026","3,486.77","3,495.18","3,496.27","3,480.62","","-0.21%"
"16/06/2026","3,494.08","3,495.63","3,496.34","3,493.44","","-0.01%"
"15/06/2026","3,494.46","3,493.25","3,495.05","3,492.78","","0.64%"
"12/06/2026","3,472.29","3,460.55","3,473.14","3,448.65","","0.51%"
"11/06/2026","3,454.52","3,425.89","3,460.82","3,410.48","","1.26%"
"10/06/2026","3,411.45","3,439.49","3,454.27","3,411.45","","-1.11%"
"09/06/2026","3,449.89","3,468.83","3,473.99","3,401.06","","-0.20%"
"08/06/2026","3,456.82","3,465.65","3,469.14","3,453.40","","0.31%"
"05/06/2026","3,446.15","3,477.80","3,478.83","3,439.10","","-1.08%"
"04/06/2026","3,483.64","3,475.54","3,484.30","3,475.42","","0.16%"
"03/06/2026","3,478.20","3,480.35","3,480.72","3,475.77","","-0.09%"
"02/06/2026","3,481.38","3,478.11","3,481.53","3,477.78","","0.07%"
"01/06/2026","3,478.84","3,474.36","3,480.52","3,474.36","","0.11%"
"29/05/2026","3,475.03","3,473.71","3,476.49","3,472.65","","0.07%"
"28/05/2026","3,472.58","3,464.55","3,473.06","3,463.42","","0.23%"
"27/05/2026","3,464.53","3,462.67","3,464.72","3,459.39","","0.10%"
"26/05/2026","3,461.21","3,460.41","3,462.88","3,457.25","","0.36%"
"22/05/2026","3,448.94","3,450.45","3,454.50","3,446.49","","0.16%"
"21/05/2026","3,443.50","3,431.15","3,445.46","3,430.09","","0.20%"
"20/05/2026","3,436.67","3,423.41","3,437.57","3,419.66","","0.51%"
"19/05/2026","3,419.21","3,420.89","3,427.06","3,413.06","","-0.29%"
"18/05/2026","3,429.16","3,429.44","3,432.58","3,415.54","","0.12%"
"15/05/2026","3,425.09","3,426.08","3,433.03","3,423.96","","-0.02%"
"14/05/2026","3,425.89","3,425.81","3,425.90","3,425.78","","0.02%"
"13/05/2026","3,425.33","3,425.12","3,425.34","3,425.02","","0.02%"
"12/05/2026","3,424.62","3,424.06","3,424.68","3,423.53","","0.03%"
"11/05/2026","3,423.76","3,423.33","3,423.86","3,423.33","","0.05%"
"08/05/2026","3,422.22","3,421.02","3,422.25","3,420.90","","0.08%"
"07/05/2026","3,419.52","3,419.76","3,420.43","3,417.79","","0.03%"
"06/05/2026","3,418.48","3,416.17","3,418.77","3,416.07","","0.20%"
"05/05/2026","3,411.71","3,408.97","3,412.70","3,408.71","","0.29%"
"04/05/2026","3,401.75","3,403.89","3,407.95","3,394.95","","-0.04%"
"02/05/2026","3,403.15","3,403.48","3,403.15","3,403.15","","0.00%"
"01/05/2026","3,403.15","3,403.48","3,407.86","3,403.00","","0.13%"
"30/04/2026","3,398.71","3,388.01","3,400.13","3,382.05","","0.50%"
"29/04/2026","3,381.75","3,378.56","3,382.62","3,373.60","","0.00%"
"28/04/2026","3,381.63","3,376.82","3,382.08","3,373.62","","-0.11%"
"27/04/2026","3,385.32","3,379.09","3,385.68","3,378.01","","0.21%"
"24/04/2026","3,378.16","3,370.75","3,379.89","3,367.58","","0.34%"
"23/04/2026","3,366.58","3,368.34","3,374.64","3,346.65","","-0.16%"
"22/04/2026","3,371.84","3,366.65","3,372.44","3,365.57","","0.60%"
"21/04/2026","3,351.61","3,365.63","3,369.84","3,346.66","","-0.38%"
"20/04/2026","3,364.30","3,364.83","3,366.75","3,356.61","","-0.06%"
"17/04/2026","3,366.47","3,368.05","3,370.89","3,363.60","","-0.09%"
"16/04/2026","3,369.58","3,369.57","3,369.60","3,369.43","","0.01%"
"15/04/2026","3,369.08","3,368.99","3,369.10","3,368.86","","0.02%"
"14/04/2026","3,368.47","3,368.45","3,368.47","3,368.18","","0.03%"
"13/04/2026","3,367.51","3,366.04","3,367.52","3,365.53","","0.08%"
"10/04/2026","3,364.74","3,364.95","3,365.23","3,362.99","","0.03%"
"09/04/2026","3,363.63","3,359.18","3,363.76","3,359.07","","0.16%"
"08/04/2026","3,358.24","3,359.30","3,360.33","3,353.61","","0.92%"
"07/04/2026","3,327.58","3,325.00","3,327.58","3,310.05","","-0.11%"
"06/04/2026","3,331.38","3,325.80","3,332.75","3,322.84","","0.35%"
"02/04/2026","3,319.65","3,291.62","3,319.81","3,287.32","","0.15%"
"01/04/2026","3,314.63","3,311.59","3,324.00","3,308.71","","0.44%"
"31/03/2026","3,299.95","3,266.99","3,303.86","3,261.67","","1.95%"
"30/03/2026","3,236.74","3,261.10","3,263.52","3,225.46","","0.04%"
"27/03/2026","3,235.31","3,260.46","3,263.91","3,231.63","","-1.10%"
"26/03/2026","3,271.20","3,288.63","3,296.68","3,270.78","","-0.93%"
"25/03/2026","3,301.88","3,306.62","3,309.78","3,293.87","","0.36%"
"24/03/2026","3,289.98","3,284.73","3,299.71","3,279.92","","-0.13%"
"23/03/2026","3,294.28","3,300.30","3,311.81","3,289.05","","0.71%"
"20/03/2026","3,271.04","3,285.82","3,288.45","3,257.71","","-0.65%"
"19/03/2026","3,292.28","3,271.15","3,306.78","3,270.90","","-0.27%"
"18/03/2026","3,301.17","3,334.36","3,341.54","3,300.08","","-1.41%"
"17/03/2026","3,348.46","3,356.51","3,364.96","3,344.83","","0.33%"
"16/03/2026","3,337.48","3,333.74","3,351.48","3,329.13","","1.04%"
"13/03/2026","3,303.10","3,338.18","3,348.27","3,298.55","","-0.48%"
"12/03/2026","3,318.93","3,339.58","3,343.29","3,318.80","","-1.31%"
"11/03/2026","3,363.10","3,367.56","3,375.19","3,349.43","","0.08%"
"10/03/2026","3,360.49","3,366.24","3,385.00","3,353.66","","-0.10%"
"09/03/2026","3,363.98","3,319.66","3,367.77","3,297.19","","0.90%"
"07/03/2026","3,333.94","3,335.29","3,333.94","3,333.94","","0.00%"
"06/03/2026","3,333.94","3,335.29","3,350.36","3,324.60","","-1.05%"
"05/03/2026","3,369.45","3,373.21","3,383.15","3,346.82","","-0.32%"
"04/03/2026","3,380.39","3,371.42","3,386.71","3,361.58","","0.56%"
"03/03/2026","3,361.70","3,346.56","3,370.08","3,320.40","","-0.52%"
"02/03/2026","3,379.20","3,356.70","3,386.85","3,356.70","","0.02%"
"27/02/2026","3,378.43","3,367.89","3,378.83","3,362.74","","-0.25%"
"26/02/2026","3,386.91","3,393.58","3,394.51","3,371.36","","-0.18%"
"25/02/2026","3,393.01","3,386.61","3,393.91","3,385.17","","0.49%"
"24/02/2026","3,376.60","3,358.26","3,379.04","3,353.10","","0.51%"
"23/02/2026","3,359.31","3,377.92","3,379.72","3,352.46","","-0.50%"
"20/02/2026","3,376.24","3,374.59","3,377.73","3,362.06","","-0.31%"
"19/02/2026","3,386.70","3,383.99","3,392.87","3,372.56","","-0.16%"
"18/02/2026","3,392.19","3,377.73","3,403.83","3,377.73","","0.50%"
"17/02/2026","3,375.44","3,364.49","3,383.68","3,341.27","","0.28%"
"13/02/2026","3,366.18","3,363.66","3,383.80","3,345.87","","0.15%"
"12/02/2026","3,361.16","3,402.41","3,404.61","3,357.68","","-1.01%"
"11/02/2026","3,395.46","3,405.31","3,405.60","3,386.21","","0.07%"
"10/02/2026","3,393.25","3,398.51","3,401.71","3,392.19","","-0.06%"
"09/02/2026","3,395.23","3,380.13","3,399.65","3,379.54","","0.35%"
"06/02/2026","3,383.30","3,351.84","3,387.89","3,351.79","","1.46%"
"05/02/2026","3,334.70","3,343.06","3,355.50","3,327.15","","-0.88%"
"04/02/2026","3,364.14","3,376.83","3,380.28","3,348.06","","-0.32%"
"03/02/2026","3,374.89","3,392.87","3,393.32","3,355.94","","-0.42%"
"02/02/2026","3,389.23","3,375.61","3,392.61","3,373.69","","0.39%"
"30/01/2026","3,376.11","3,377.74","3,382.30","3,363.11","","-0.12%"
"29/01/2026","3,380.12","3,384.02","3,384.51","3,353.82","","-0.06%"
"28/01/2026","3,382.18","3,385.80","3,386.20","3,379.36","","-0.01%"
"27/01/2026","3,382.58","3,380.11","3,384.68","3,378.81","","0.18%"
"26/01/2026","3,376.42","3,370.18","3,379.41","3,370.18","","0.31%"
"23/01/2026","3,366.07","3,363.16","3,370.63","3,360.27","","0.04%"
"22/01/2026","3,364.65","3,365.31","3,369.53","3,358.13","","0.38%"
"21/01/2026","3,352.00","3,334.46","3,360.36","3,327.08","","0.87%"
"20/01/2026","3,323.12","3,337.75","3,346.14","3,319.42","","-1.20%"
"16/01/2026","3,363.65","3,366.04","3,368.68","3,363.65","","-0.06%"
"15/01/2026","3,365.69","3,365.45","3,365.69","3,365.44","","0.03%"
"14/01/2026","3,364.53","3,363.50","3,364.53","3,361.26","","0.02%"
"13/01/2026","3,363.84","3,364.16","3,364.16","3,362.70","","0.01%"
"12/01/2026","3,363.35","3,361.09","3,363.41","3,361.09","","0.06%"
"09/01/2026","3,361.19","3,357.61","3,361.38","3,356.79","","0.16%"
"08/01/2026","3,355.77","3,354.58","3,356.78","3,353.05","","0.03%"
"07/01/2026","3,354.82","3,356.23","3,358.21","3,354.50","","-0.03%"
"06/01/2026","3,355.85","3,352.27","3,356.10","3,351.92","","0.15%"
"05/01/2026","3,350.93","3,348.93","3,352.36","3,348.01","","0.29%"
"02/01/2026","3,341.32","3,344.75","3,346.08","3,334.30","","0.16%"
"31/12/2025","3,336.14","3,344.86","3,344.86","3,335.92","","-0.23%"
"30/12/2025","3,343.91","3,344.03","3,346.06","3,343.07","","0.00%"
"29/12/2025","3,344.00","3,342.00","3,345.06","3,340.94","","0.00%"
"26/12/2025","3,344.03","3,342.25","3,344.35","3,341.70","","0.07%"
"24/12/2025","3,341.76","3,337.78","3,342.13","3,337.78","","0.12%"
"23/12/2025","3,337.70","3,333.36","3,338.17","3,332.27","","0.16%"
"22/12/2025","3,332.31","3,328.56","3,332.93","3,327.52","","0.37%"
"19/12/2025","3,320.16","3,317.44","3,320.73","3,317.44","","0.08%"
"18/12/2025","3,317.58","3,317.33","3,317.62","3,317.12","","0.04%"
"17/12/2025","3,316.10","3,316.84","3,316.90","3,316.10","","-0.01%"
"16/12/2025","3,316.50","3,316.16","3,316.60","3,315.69","","0.02%"
"15/12/2025","3,315.94","3,315.83","3,316.00","3,315.06","","0.05%"
"12/12/2025","3,314.18","3,314.71","3,314.81","3,311.58","","0.00%"
"11/12/2025","3,314.33","3,313.15","3,314.33","3,312.39","","0.04%"
"10/12/2025","3,312.88","3,310.82","3,313.13","3,310.34","","0.06%"
"09/12/2025","3,310.91","3,310.30","3,311.29","3,310.04","","0.03%"
"08/12/2025","3,310.05","3,310.35","3,310.43","3,309.09","","0.03%"
"06/12/2025","3,309.10","3,308.44","3,309.10","3,309.10","","0.00%"
"05/12/2025","3,309.10","3,308.44","3,309.36","3,307.99","","0.05%"
"04/12/2025","3,307.36","3,306.95","3,307.36","3,305.33","","0.05%"
"03/12/2025","3,305.71","3,302.21","3,306.22","3,301.96","","0.08%"
"02/12/2025","3,302.95","3,301.91","3,303.64","3,300.16","","0.09%"
"01/12/2025","3,299.87","3,297.48","3,302.00","3,297.28","","0.00%"
"28/11/2025","3,299.88","3,296.50","3,301.89","3,270.19","","0.16%"
"26/11/2025","3,294.57","3,292.23","3,296.04","3,291.09","","0.20%"
"25/11/2025","3,288.10","3,277.78","3,289.45","3,269.46","","0.35%"
"24/11/2025","3,276.52","3,263.96","3,278.29","3,261.63","","0.75%"
"21/11/2025","3,252.21","3,253.10","3,262.96","3,245.92","","0.47%"
"20/11/2025","3,236.94","3,274.71","3,275.20","3,234.14","","-0.63%"
"19/11/2025","3,257.59","3,249.41","3,264.18","3,247.63","","0.33%"
"18/11/2025","3,247.01","3,249.63","3,257.04","3,233.63","","-0.25%"
"17/11/2025","3,255.17","3,258.96","3,265.90","3,247.65","","-0.19%"
"14/11/2025","3,261.30","3,245.18","3,264.60","3,240.82","","0.09%"
"13/11/2025","3,258.35","3,267.41","3,268.01","3,255.30","","-0.32%"
"12/11/2025","3,268.72","3,268.97","3,269.22","3,266.84","","0.03%"
"11/11/2025","3,267.80","3,265.70","3,268.00","3,264.61","","0.09%"
"10/11/2025","3,264.75","3,261.11","3,265.37","3,259.25","","0.48%"
"07/11/2025","3,249.21","3,239.08","3,249.60","3,226.15","","0.11%"
"06/11/2025","3,245.59","3,254.21","3,255.30","3,241.92","","-0.30%"
"05/11/2025","3,255.22","3,250.04","3,258.46","3,248.83","","0.18%"
"04/11/2025","3,249.32","3,249.49","3,254.99","3,246.99","","-0.25%"
"03/11/2025","3,257.51","3,257.76","3,258.40","3,251.62","","0.15%"
"31/10/2025","3,252.47","3,255.94","3,255.94","3,247.62","","0.08%"
"30/10/2025","3,249.72","3,252.74","3,255.24","3,249.57","","-0.13%"
"29/10/2025","3,253.85","3,255.11","3,255.68","3,250.28","","-0.01%"
"28/10/2025","3,254.14","3,255.13","3,255.38","3,252.98","","0.02%"
"27/10/2025","3,253.39","3,252.21","3,253.59","3,251.31","","0.29%"
"24/10/2025","3,244.00","3,242.66","3,245.43","3,242.41","","0.25%"
"23/10/2025","3,235.79","3,227.45","3,237.68","3,226.73","","0.28%"
"22/10/2025","3,226.63","3,230.69","3,232.30","3,214.19","","-0.17%"
"21/10/2025","3,232.05","3,229.92","3,234.67","3,227.71","","0.07%"
"20/10/2025","3,229.89","3,220.77","3,230.83","3,220.77","","0.64%"
"17/10/2025","3,209.40","3,198.35","3,210.61","3,195.95","","0.36%"
"16/10/2025","3,197.92","3,206.21","3,208.22","3,184.49","","-0.12%"
"15/10/2025","3,201.78","3,202.80","3,206.45","3,184.25","","0.27%"
"14/10/2025","3,193.11","3,175.94","3,200.27","3,162.57","","-0.03%"
"13/10/2025","3,194.05","3,183.70","3,196.13","3,181.21","","1.23%"
"10/10/2025","3,155.34","3,202.04","3,204.58","3,153.57","","-1.41%"
"09/10/2025","3,200.46","3,202.37","3,202.51","3,197.22","","-0.02%"
"08/10/2025","3,201.13","3,196.39","3,201.28","3,195.64","","0.22%"
"07/10/2025","3,194.26","3,198.66","3,199.02","3,190.97","","-0.09%"
"06/10/2025","3,196.98","3,195.53","3,197.66","3,193.31","","0.20%"
"04/10/2025","3,190.48","3,191.23","3,190.48","3,190.48","","0.00%"
"03/10/2025","3,190.48","3,191.23","3,194.18","3,187.94","","0.06%"
"02/10/2025","3,188.59","3,190.07","3,190.79","3,184.58","","0.04%"
"01/10/2025","3,187.18","3,177.92","3,187.98","3,177.46","","0.16%"
"30/09/2025","3,182.24","3,177.02","3,183.16","3,174.55","","0.14%"
"29/09/2025","3,177.81","3,178.00","3,180.25","3,174.16","","0.20%"
"26/09/2025","3,171.41","3,162.48","3,171.72","3,159.39","","0.38%"
"25/09/2025","3,159.48","3,155.97","3,162.19","3,148.52","","-0.17%"
"24/09/2025","3,164.87","3,169.92","3,170.09","3,159.86","","-0.06%"
"23/09/2025","3,166.65","3,173.64","3,174.29","3,163.56","","-0.19%"
"22/09/2025","3,172.55","3,166.21","3,173.59","3,165.82","","0.20%"
"19/09/2025","3,166.32","3,162.06","3,167.52","3,162.06","","0.19%"
"18/09/2025","3,160.27","3,160.17","3,160.35","3,160.11","","0.03%"
"17/09/2025","3,159.17","3,158.23","3,159.27","3,156.88","","0.06%"
"16/09/2025","3,157.42","3,157.84","3,157.89","3,157.10","","0.01%"
"15/09/2025","3,157.08","3,157.47","3,157.47","3,156.20","","0.08%"
"12/09/2025","3,154.50","3,154.28","3,155.43","3,154.18","","0.03%"
"11/09/2025","3,153.64","3,150.85","3,153.84","3,150.12","","0.20%"
"10/09/2025","3,147.50","3,148.45","3,150.09","3,145.44","","0.09%"
"09/09/2025","3,144.68","3,141.69","3,145.25","3,138.80","","0.10%"
"08/09/2025","3,141.53","3,139.64","3,142.80","3,138.76","","0.17%"
"06/09/2025","3,136.10","3,141.52","3,136.10","3,136.10","","0.00%"
"05/09/2025","3,136.10","3,141.52","3,142.23","3,124.34","","0.00%"
"04/09/2025","3,136.25","3,126.92","3,136.45","3,125.30","","0.39%"
"03/09/2025","3,124.08","3,119.98","3,124.84","3,115.84","","0.34%"
"02/09/2025","3,113.59","3,100.04","3,113.64","3,095.36","","-0.31%"
"29/08/2025","3,123.14","3,128.68","3,129.15","3,117.93","","-0.24%"
"28/08/2025","3,130.80","3,128.98","3,131.65","3,123.81","","0.21%"
"27/08/2025","3,124.21","3,120.56","3,125.56","3,120.56","","0.08%"
"26/08/2025","3,121.62","3,114.17","3,122.23","3,113.04","","0.20%"
"25/08/2025","3,115.32","3,117.06","3,121.77","3,115.32","","-0.09%"
"22/08/2025","3,118.18","3,095.39","3,119.70","3,095.39","","0.91%"
"21/08/2025","3,090.10","3,089.64","3,097.53","3,084.03","","-0.26%"
"20/08/2025","3,098.19","3,101.21","3,101.21","3,082.07","","-0.14%"
"19/08/2025","3,102.46","3,110.13","3,112.58","3,098.76","","-0.24%"
"18/08/2025","3,109.89","3,108.50","3,111.07","3,106.78","","0.10%"
"15/08/2025","3,106.85","3,106.92","3,109.64","3,105.92","","0.01%"
"14/08/2025","3,106.42","3,106.20","3,106.42","3,106.17","","0.02%"
"13/08/2025","3,105.89","3,105.73","3,105.91","3,105.62","","0.03%"
"12/08/2025","3,104.96","3,103.66","3,104.98","3,101.93","","0.17%"
"11/08/2025","3,099.71","3,100.50","3,102.10","3,098.47","","0.02%"
"08/08/2025","3,099.04","3,095.36","3,099.26","3,094.30","","0.27%"
"07/08/2025","3,090.62","3,094.50","3,095.61","3,083.83","","0.03%"
"06/08/2025","3,089.83","3,080.15","3,090.74","3,079.46","","0.37%"
"05/08/2025","3,078.30","3,084.00","3,086.15","3,074.10","","-0.15%"
"04/08/2025","3,082.87","3,071.41","3,082.96","3,071.23","","0.96%"
"01/08/2025","3,053.65","3,063.78","3,063.97","3,043.82","","-0.85%"
"31/07/2025","3,079.95","3,089.59","3,090.65","3,076.94","","-0.10%"
"30/07/2025","3,083.17","3,083.68","3,086.75","3,076.69","","0.01%"
"29/07/2025","3,082.75","3,088.16","3,088.23","3,081.24","","-0.08%"
"28/07/2025","3,085.22","3,085.34","3,085.91","3,082.67","","0.09%"
"25/07/2025","3,082.35","3,079.17","3,082.60","3,078.87","","0.15%"
"24/07/2025","3,077.66","3,077.93","3,079.54","3,076.55","","0.07%"
"23/07/2025","3,075.47","3,068.85","3,075.47","3,066.72","","0.39%"
"22/07/2025","3,063.66","3,061.98","3,065.17","3,056.08","","0.05%"
"21/07/2025","3,062.08","3,062.11","3,067.47","3,061.17","","0.17%"
"18/07/2025","3,057.00","3,058.03","3,058.06","3,053.96","","-0.02%"
"17/07/2025","3,057.47","3,057.47","3,057.49","3,057.46","","0.01%"
"16/07/2025","3,057.04","3,056.98","3,057.04","3,055.98","","0.02%"
"15/07/2025","3,056.48","3,056.62","3,056.64","3,056.46","","0.01%"
"14/07/2025","3,056.12","3,055.88","3,056.17","3,055.88","","0.05%"
"11/07/2025","3,054.63","3,054.16","3,054.75","3,053.96","","0.02%"
"10/07/2025","3,054.16","3,053.93","3,054.16","3,053.71","","0.02%"
"09/07/2025","3,053.48","3,053.20","3,053.54","3,052.66","","0.05%"
"08/07/2025","3,051.83","3,051.29","3,052.12","3,051.17","","0.06%"
"07/07/2025","3,049.98","3,050.03","3,050.21","3,047.80","","0.05%"
"03/07/2025","3,048.45","3,048.22","3,048.60","3,047.66","","0.07%"
"02/07/2025","3,046.42","3,044.11","3,046.52","3,043.75","","0.07%"
"01/07/2025","3,044.31","3,042.98","3,045.01","3,042.44","","0.03%"
"30/06/2025","3,043.44","3,042.75","3,044.05","3,041.54","","0.12%"
"27/06/2025","3,039.81","3,038.35","3,040.35","3,035.48","","0.11%"
"26/06/2025","3,036.42","3,033.22","3,036.60","3,032.50","","0.20%"
"25/06/2025","3,030.24","3,030.26","3,030.88","3,027.29","","0.09%"
"24/06/2025","3,027.41","3,023.11","3,028.75","3,022.39","","0.46%"
"23/06/2025","3,013.44","3,000.68","3,014.16","2,992.73","","0.56%"
"20/06/2025","2,996.77","2,997.74","3,000.10","2,992.54","","0.03%"
"18/06/2025","2,995.78","2,991.88","2,997.00","2,991.24","","0.24%"
"17/06/2025","2,988.68","2,993.32","2,994.74","2,987.06","","-0.20%"
"16/06/2025","2,994.56","2,992.68","2,995.17","2,992.68","","0.44%"
"13/06/2025","2,981.47","2,984.86","2,989.07","2,978.07","","-0.29%"
"12/06/2025","2,990.21","2,986.97","2,990.29","2,985.80","","0.10%"
"11/06/2025","2,987.37","2,990.51","2,991.38","2,984.48","","-0.04%"
"10/06/2025","2,988.69","2,985.57","2,988.84","2,983.64","","0.17%"
"09/06/2025","2,983.76","2,982.62","2,985.74","2,981.03","","0.12%"
"06/06/2025","2,980.06","2,978.13","2,981.53","2,975.97","","0.50%"
"05/06/2025","2,965.34","2,974.17","2,976.58","2,961.44","","-0.17%"
"04/06/2025","2,970.49","2,971.38","2,973.08","2,968.00","","0.05%"
"03/06/2025","2,969.14","2,962.14","2,969.73","2,959.48","","0.31%"
"02/06/2025","2,959.91","2,949.61","2,959.91","2,940.10","","0.37%"
"30/05/2025","2,948.97","2,944.23","2,952.35","2,930.59","","-0.01%"
"29/05/2025","2,949.15","2,953.08","2,953.11","2,936.32","","0.23%"
"28/05/2025","2,942.50","2,951.36","2,953.49","2,940.63","","-0.24%"
"27/05/2025","2,949.55","2,934.46","2,949.55","2,929.11","","1.43%"
"23/05/2025","2,907.90","2,894.79","2,916.43","2,894.79","","-0.47%"
"22/05/2025","2,921.65","2,919.09","2,931.46","2,914.75","","0.07%"
"21/05/2025","2,919.64","2,937.07","2,945.64","2,915.61","","-0.88%"
"20/05/2025","2,945.64","2,946.25","2,947.77","2,937.65","","-0.08%"
"19/05/2025","2,947.92","2,934.05","2,948.32","2,933.28","","0.06%"
"16/05/2025","2,946.14","2,940.61","2,946.24","2,940.46","","0.19%"
"15/05/2025","2,940.44","2,940.44","2,940.45","2,940.42","","0.01%"
"14/05/2025","2,940.05","2,940.01","2,940.07","2,940.00","","0.02%"
"13/05/2025","2,939.59","2,939.64","2,939.68","2,939.58","","0.01%"
"12/05/2025","2,939.32","2,939.12","2,939.32","2,939.07","","0.07%"
"09/05/2025","2,937.29","2,936.79","2,937.39","2,936.58","","0.04%"
"08/05/2025","2,936.04","2,935.12","2,936.55","2,934.67","","0.08%"
"07/05/2025","2,933.82","2,931.67","2,934.27","2,929.97","","0.08%"
"06/05/2025","2,931.44","2,930.71","2,932.89","2,930.26","","-0.03%"
"05/05/2025","2,932.40","2,930.53","2,933.24","2,930.34","","0.08%"
"02/05/2025","2,930.08","2,928.94","2,930.89","2,927.99","","0.20%"
"01/05/2025","2,924.15","2,924.12","2,926.72","2,922.56","","0.11%"
"30/04/2025","2,920.96","2,908.45","2,920.96","2,900.43","","0.07%"
"29/04/2025","2,918.83","2,911.70","2,919.94","2,911.70","","0.18%"
"28/04/2025","2,913.57","2,914.21","2,915.63","2,904.29","","0.14%"
"25/04/2025","2,909.40","2,901.92","2,909.96","2,897.76","","0.32%"
"24/04/2025","2,900.20","2,884.65","2,901.38","2,883.28","","0.70%"
"23/04/2025","2,880.00","2,889.14","2,897.21","2,872.99","","0.79%"
"22/04/2025","2,857.32","2,836.31","2,862.34","2,836.31","","1.49%"
"21/04/2025","2,815.30","2,840.75","2,840.75","2,794.02","","-1.26%"
"17/04/2025","2,851.12","2,849.34","2,862.10","2,847.94","","0.52%"
"16/04/2025","2,836.32","2,873.01","2,885.46","2,807.63","","-2.27%"
"15/04/2025","2,902.31","2,911.02","2,929.94","2,897.25","","-0.14%"
"14/04/2025","2,906.41","2,926.90","2,931.04","2,881.57","","1.06%"
"11/04/2025","2,875.83","2,823.03","2,885.85","2,803.94","","1.73%"
"10/04/2025","2,826.79","2,869.24","2,870.87","2,747.35","","-3.03%"
"09/04/2025","2,914.98","2,667.72","2,928.24","2,660.67","","8.80%"
"08/04/2025","2,679.11","2,812.23","2,829.06","2,639.16","","-1.50%"
"07/04/2025","2,720.04","2,634.05","2,858.89","2,599.64","","-0.21%"
"04/04/2025","2,725.78","2,827.64","2,830.62","2,722.04","","-5.67%"
"03/04/2025","2,889.73","2,929.89","2,934.09","2,887.04","","-3.18%"
"02/04/2025","2,984.67","2,957.47","2,991.10","2,957.20","","0.32%"
"01/04/2025","2,975.28","2,962.84","2,979.77","2,952.60","","0.20%"
"31/03/2025","2,969.26","2,939.01","2,973.02","2,927.64","","0.40%"
"28/03/2025","2,957.33","2,983.84","2,985.50","2,953.81","","-1.01%"
"27/03/2025","2,987.43","2,987.14","2,994.69","2,981.46","","-0.08%"
"26/03/2025","2,989.77","3,000.92","3,002.24","2,985.41","","-0.37%"
"25/03/2025","3,000.73","3,000.06","3,001.05","2,997.56","","0.14%"
"24/03/2025","2,996.66","2,987.76","2,998.14","2,987.76","","0.75%"
"21/03/2025","2,974.28","2,960.62","2,975.65","2,959.68","","-0.36%"
"20/03/2025","2,985.13","2,970.87","3,010.72","2,969.66","","-0.23%"
"19/03/2025","2,992.13","2,969.57","3,012.45","2,965.14","","1.07%"
"18/03/2025","2,960.50","2,977.13","2,981.42","2,950.62","","-1.07%"
"17/03/2025","2,992.56","2,967.79","3,006.50","2,967.79","","0.79%"
"14/03/2025","2,969.09","2,935.01","2,974.65","2,932.67","","2.01%"
"13/03/2025","2,910.55","2,943.25","2,950.13","2,901.43","","-1.33%"
"12/03/2025","2,949.73","2,965.88","2,971.57","2,922.80","","0.48%"
"11/03/2025","2,935.73","2,954.44","2,970.14","2,914.17","","-0.81%"
"10/03/2025","2,959.60","2,998.76","3,004.74","2,932.87","","-2.58%"
